Date,Open,High,Low,Close*,Adj Close**,Volume,percentage,z-score
2012-01-12,12449.91,12483.7,12385.08,12471.02,12471.02,128230000.0,0.0017326066613383428,1.5226657245403799
2012-01-13,12469.96,12470.12,12311.79,12422.06,12422.06,161470000.0,-0.003925901810758137,1.3278712118941878
2012-01-17,12423.12,12573.65,12423.12,12482.07,12482.07,148670000.0,0.00483092176337907,1.462523389181723
2012-01-18,12474.69,12582.28,12453.2,12578.95,12578.95,154170000.0,0.007761533143140653,1.6961884120494286
2012-01-19,12578.19,12625.8,12563.58,12623.98,12623.98,148030000.0,0.003579790046069009,1.74520942712825
2012-01-20,12623.83,12720.48,12620.76,12720.48,12720.48,255110000.0,0.007644181945788864,1.9305186436507435
2012-01-23,12720.25,12764.49,12665.83,12708.82,12708.82,149860000.0,-0.0009166320767769465,1.794244969110208
2012-01-24,12708.37,12708.52,12613.54,12675.75,12675.75,125420000.0,-0.0026021298594204323,1.6196286167708704
2012-01-25,12673.63,12778.26,12580.12,12758.85,12758.85,135430000.0,0.006555825099106682,1.766209946755772
2012-01-26,12756.96,12841.95,12695.16,12734.63,12734.63,130840000.0,-0.0018982902064058615,1.6192196785620296
2012-01-27,12733.95,12733.95,12630.72,12660.46,12660.46,164410000.0,-0.0058242760095895685,1.3592398954597273
2012-01-30,12659.17,12659.32,12529.41,12653.72,12653.72,130430000.0,-0.0005323661225579146,1.2935306017450865
2012-01-31,12654.78,12720.1,12567.33,12632.91,12632.91,168070000.0,-0.0016445756662862854,1.1943626484907903
2012-02-01,12632.76,12784.62,12632.76,12716.46,12716.46,143500000.0,0.006613678083671859,1.3540713218044962
2012-02-02,12716.54,12741.89,12676.05,12705.41,12705.41,114360000.0,-0.0008689525229504946,1.272371290027782
2012-02-03,12705.04,12869.95,12704.96,12862.23,12862.23,142840000.0,0.01234277366885439,1.5893801354785622
2012-02-06,12860.72,12860.79,12793.43,12845.13,12845.13,108040000.0,-0.0013294739714653225,1.480368002549529
2012-02-07,12844.37,12903.71,12782.57,12878.2,12878.2,116150000.0,0.0025745165677577564,1.507616925037871
2012-02-08,12865.79,12893.64,12817.69,12883.95,12883.95,138250000.0,0.0004464909692347696,1.4777331426450915
2012-02-09,12884.41,12924.71,12846.41,12890.46,12890.46,157080000.0,0.0005052798248983414,1.4859732450337766
2012-02-10,12889.55,12889.63,12743.56,12801.23,12801.23,123620000.0,-0.006922173452305058,1.2620046685211066
2012-02-13,12799.11,12887.93,12799.11,12874.04,12874.04,112240000.0,0.0056877346942443285,1.444953756579096
2012-02-14,12871.77,12878.88,12786.93,12878.28,12878.28,120050000.0,0.0003293449453318775,1.439445514099519
2012-02-15,12864.65,12899.47,12753.62,12780.95,12780.95,127560000.0,-0.007557686274875186,1.1010002571497237
2012-02-16,12779.81,12914.0,12779.58,12904.08,12904.08,134450000.0,0.009633869156830954,1.4147222547698577
2012-02-17,12903.33,12967.92,12903.25,12949.87,12949.87,234650000.0,0.003548490089956058,1.488758955918027
2012-02-21,12949.34,13005.04,12926.11,12965.69,12965.69,164780000.0,0.0012216338851278596,1.4703724860141019
2012-02-22,12966.22,12977.91,12914.83,12938.67,12938.67,124200000.0,-0.0020839615940224654,1.3332507733402028
2012-02-23,12937.08,12996.08,12882.67,12984.69,12984.69,120480000.0,0.0035567797926681077,1.4055431970782506
2012-02-24,12981.2,13013.82,12950.59,12982.95,12982.95,89440000.0,-0.00013400396928997527,1.349724805580359
2012-02-27,12981.13,13027.52,12882.59,12981.51,12981.51,143530000.0,-0.00011091469966384437,1.2913547033568127
2012-02-28,12976.74,13021.51,12952.82,13005.12,13005.12,114490000.0,0.0018187406549776686,1.3112667626086985
2012-02-29,13005.42,13055.75,12929.66,12952.07,12952.07,182460000.0,-0.004079162668241487,1.1221262377226653
2012-03-01,12952.29,13032.67,12943.06,12980.3,12980.3,139670000.0,0.002179574384635119,1.1830114149341793
2012-03-02,12980.75,12997.51,12927.77,12977.57,12977.57,93900000.0,-0.0002103187137431073,1.1529230708172116
2012-03-05,12977.34,12977.34,12883.91,12962.81,12962.81,108630000.0,-0.001137346976360032,1.0902831479707122
2012-03-06,12958.65,12958.73,12734.86,12759.15,12759.15,142330000.0,-0.015711099676690488,0.3785234630147291
2012-03-07,12756.12,12857.73,12751.51,12837.33,12837.33,175110000.0,0.006127367418675922,0.6373745375600369
2012-03-08,12835.53,12937.19,12835.53,12907.94,12907.94,103530000.0,0.005500364951278813,0.882402529643478
2012-03-09,12908.62,12968.79,12906.43,12922.02,12922.02,103240000.0,0.0010908014756807471,0.9124384109523682
2012-03-12,12920.58,12976.36,12919.98,12959.71,12959.71,100000000.0,0.0029167266418097526,1.0328165971565617
2012-03-13,12953.2,13180.4,12953.13,13177.68,13177.68,163130000.0,0.016819049191687307,1.8650106522968781
2012-03-14,13177.15,13221.27,13166.25,13194.1,13194.1,163610000.0,0.0012460463450318926,1.8953646131633173
2012-03-15,13192.97,13253.51,13170.19,13252.76,13252.76,161650000.0,0.004445926588399374,2.0586077138743573
2012-03-16,13253.51,13289.08,13231.45,13232.62,13232.62,392620000.0,-0.0015196834470706522,1.9271013114636055
2012-03-19,13231.94,13269.71,13208.63,13239.13,13239.13,147120000.0,0.0004919660656770297,1.8722435095889172
2012-03-20,13238.45,13238.45,13123.38,13170.19,13170.19,131660000.0,-0.005207290811405141,1.5204584080953494
2012-03-21,13170.79,13190.02,13112.93,13124.62,13124.62,124860000.0,-0.0034600867565312,1.2830468142627578
2012-03-22,13124.4,13124.47,13017.42,13046.14,13046.14,122060000.0,-0.005979601695134895,0.9136426967759261
2012-03-23,13045.99,13099.91,13002.77,13080.73,13080.73,129930000.0,0.0026513589460177567,1.0449236685103789
2012-03-26,13082.62,13243.86,13082.39,13241.63,13241.63,122080000.0,0.012300536743744317,1.7391871599265476
2012-03-27,13242.09,13264.98,13194.33,13197.73,13197.73,129280000.0,-0.0033153018170722914,1.4919723328107801
2012-03-28,13195.39,13212.64,13069.26,13126.21,13126.21,141540000.0,-0.005419113741529813,1.1192633975397903
2012-03-29,13125.99,13151.57,13032.67,13145.82,13145.82,136250000.0,0.0014939575094410351,1.2003541603727712
2012-03-30,13147.94,13224.49,13147.78,13212.04,13212.04,171190000.0,0.005037342668620326,1.514999853136992
2012-04-02,13211.36,13297.11,13153.69,13264.49,13264.49,108790000.0,0.003969863851456701,1.7336066124936444
2012-04-03,13258.96,13265.36,13131.21,13199.55,13199.55,123980000.0,-0.004895778126411177,1.341032742615138
2012-04-04,13198.19,13198.19,13020.86,13074.75,13074.75,125000000.0,-0.009454867779583376,0.6337597844709065
2012-04-05,13067.18,13088.11,13012.46,13060.14,13060.14,109530000.0,-0.001117420983192785,0.5249232140935653
2012-04-09,13057.57,13057.72,12903.78,12929.59,12929.59,105580000.0,-0.00999606436071887,-0.23840724772360708
2012-04-10,12929.44,12929.59,12710.56,12715.93,12715.93,159290000.0,-0.016524885939925404,-1.450809672013607
2012-04-11,12716.92,12844.82,12716.92,12805.39,12805.39,125210000.0,0.0070352699330682444,-0.9570450007367389
2012-04-12,12806.45,12986.96,12806.3,12986.58,12986.58,119780000.0,0.01414951047957147,0.051477214857772964
2012-04-13,12986.2,12986.35,12845.28,12849.59,12849.59,140990000.0,-0.01054858168971351,-0.8115953994477328
2012-04-16,12850.88,12986.77,12850.8,12921.41,12921.41,120990000.0,0.005589283393477862,-0.4236351870541039
2012-04-17,12921.79,13131.36,12921.79,13115.54,13115.54,115320000.0,0.015023902190240968,0.79580535340886
2012-04-18,13114.56,13114.56,13027.49,13032.75,13032.75,113520000.0,-0.006312359231873121,0.21599631146296538
2012-04-19,13028.73,13080.2,12896.82,12964.1,12964.1,139810000.0,-0.005267499184746116,-0.26985941843142985
2012-04-20,12964.48,13082.54,12964.25,13029.26,13029.26,212080000.0,0.005026187702964258,0.15757852206522427
2012-04-23,13028.2,13028.2,12845.58,12927.17,12927.17,139370000.0,-0.007835441153219769,-0.5652663016274913
2012-04-24,12927.77,13050.3,12926.49,13001.56,13001.56,134110000.0,0.005754546432049645,-0.05913361615598426
2012-04-25,12997.69,13105.7,12993.6,13090.72,13090.72,135260000.0,0.006857638621826867,0.5468577631054807
2012-04-26,13090.11,13227.82,13075.96,13204.62,13204.62,107570000.0,0.008700820122957476,1.3088696429300788
2012-04-27,13204.7,13266.68,13192.21,13228.31,13228.31,110850000.0,0.0017940690455309216,1.416382849635817
2012-04-30,13228.31,13228.76,13176.01,13213.63,13213.63,127870000.0,-0.001109741153631938,1.2607563821520154
2012-05-01,13214.16,13338.66,13174.65,13279.32,13279.32,123400000.0,0.004971381823162924,1.663924093126346
2012-05-02,13278.11,13278.11,13192.21,13268.57,13268.57,100770000.0,-0.0008095294036140066,1.5173798335252093
2012-05-03,13267.59,13284.09,13175.64,13206.59,13206.59,102090000.0,-0.004671189133418241,1.0436367103017272
2012-05-04,13204.62,13205.0,13022.34,13038.27,13038.27,113790000.0,-0.012745152230818069,-0.13554274295527882
2012-05-07,13035.85,13049.09,12970.0,13008.53,13008.53,110080000.0,-0.002280977460966782,-0.3542408763850161
2012-05-08,13000.73,13000.73,12810.39,12932.09,12932.09,138620000.0,-0.005876144345287271,-0.8786206377224703
2012-05-09,12921.81,12921.81,12748.48,12835.06,12835.06,147460000.0,-0.007503040885116108,-1.5046112671321212
2012-05-10,12831.58,12931.71,12820.3,12855.04,12855.04,151650000.0,0.0015566736735161957,-1.3306722444931662
2012-05-11,12851.79,12918.01,12779.28,12820.6,12820.6,148370000.0,-0.0026791048491486835,-1.5048800399427888
2012-05-14,12818.49,12818.86,12661.48,12695.35,12695.35,143190000.0,-0.00976943356785176,-2.1926455469145787
2012-05-15,12695.05,12758.43,12608.16,12632.0,12632.0,156060000.0,-0.004990016029491118,-2.4011407333404384
2012-05-16,12617.32,12722.63,12597.34,12598.55,12598.55,143130000.0,-0.002648036732109005,-2.40653503232155
2012-05-17,12598.32,12611.42,12440.52,12442.49,12442.49,147430000.0,-0.012387139789896362,-2.9344751699666642
2012-05-18,12443.02,12492.97,12336.76,12369.38,12369.38,240720000.0,-0.005875833534927488,-3.0103270092722183
2012-05-21,12369.15,12508.11,12367.72,12504.48,12504.48,142110000.0,0.010922131909602673,-2.2422980873731237
2012-05-22,12505.38,12575.96,12447.33,12502.81,12502.81,133650000.0,-0.0001335521349148383,-2.117449945036337
2012-05-23,12501.52,12508.3,12311.56,12496.15,12496.15,152190000.0,-0.0005326802534789676,-2.024729301393492
2012-05-24,12491.91,12539.59,12419.63,12529.75,12529.75,126810000.0,0.00268882815907312,-1.792958891092813
2012-05-25,12530.74,12533.12,12421.53,12454.83,12454.83,93000000.0,-0.00597936910153829,-1.9664024146594572
2012-05-29,12454.83,12611.61,12454.6,12580.69,12580.69,107510000.0,0.010105316571964451,-1.4205085940162498
2012-05-30,12579.02,12579.1,12396.4,12419.86,12419.86,122830000.0,-0.012783877513872444,-1.9183921424224495
2012-05-31,12414.41,12489.87,12316.48,12393.45,12393.45,205140000.0,-0.0021264329871673038,-1.9060823558045907
2012-06-01,12391.56,12391.63,12107.48,12118.57,12118.57,162940000.0,-0.022179457697412808,-2.6453435474314313
2012-06-04,12119.85,12143.69,12035.09,12101.46,12101.46,126440000.0,-0.0014118827551435897,-2.4859749792103965
2012-06-05,12101.08,12147.55,12072.17,12127.95,12127.95,108970000.0,0.0021889920720310485,-2.2340968185414285
2012-06-06,12125.0,12414.79,12125.0,12414.79,12414.79,140110000.0,0.02365115291537312,-1.3066430128214994
2012-06-07,12416.53,12555.26,12416.53,12460.96,12460.96,131150000.0,0.0037189513475457403,-1.1235507497074642
2012-06-08,12460.81,12554.2,12398.44,12554.2,12554.2,111810000.0,0.007482569561253927,-0.8134933194160967
2012-06-11,12553.81,12650.47,12398.48,12411.23,12411.23,121060000.0,-0.01138822067515266,-1.1942301944327294
2012-06-12,12412.07,12577.02,12411.91,12573.8,12573.8,111360000.0,0.013098621168087243,-0.6793040552835644
2012-06-13,12566.38,12598.25,12453.69,12496.38,12496.38,125780000.0,-0.006157247610109939,-0.8770616762116609
2012-06-14,12497.89,12698.68,12497.66,12651.91,12651.91,128640000.0,0.012446004362863583,-0.3817989846542025
2012-06-15,12652.21,12774.7,12651.38,12767.17,12767.17,284290000.0,0.009110086935490314,-1.8052495779948561e-06
2012-06-18,12767.02,12781.93,12696.18,12741.82,12741.82,111280000.0,-0.0019855614047592507,-0.052753409176108976
2012-06-19,12744.62,12898.94,12744.47,12837.33,12837.33,125180000.0,0.007495789455509438,0.2688321543325846
2012-06-20,12837.1,12877.18,12744.92,12824.39,12824.39,119110000.0,-0.0010079977690065078,0.2440153002543571
2012-06-21,12823.1,12857.39,12561.46,12573.57,12573.57,146750000.0,-0.019558045255953727,-0.5487110707447899
2012-06-22,12574.82,12674.08,12574.67,12640.78,12640.78,209990000.0,0.0053453394700153645,-0.32528492856435104
2012-06-25,12639.8,12639.87,12458.01,12502.66,12502.66,134090000.0,-0.010926540925480954,-0.7508480624169033
2012-06-26,12503.57,12576.41,12452.03,12534.67,12534.67,109270000.0,0.0025602551776982008,-0.6211185341039458
2012-06-27,12532.93,12646.87,12532.71,12627.01,12627.01,97950000.0,0.007366767533568908,-0.30841496344443325
2012-06-28,12626.25,12626.25,12450.17,12602.26,12602.26,125870000.0,-0.0019600839787091706,-0.3697688303148633
2012-06-29,12604.6,12880.39,12604.53,12880.09,12880.09,191630000.0,0.02204604570926172,0.555546875731329
2012-07-02,12879.71,12902.12,12795.48,12871.39,12871.39,109640000.0,-0.000675461118672338,0.5416265254616182
2012-07-03,12868.06,12946.2,12845.28,12943.66,12943.66,63850000.0,0.005614778201888049,0.7839670763085665
2012-07-05,12941.85,12961.3,12852.24,12896.67,12896.67,97800000.0,-0.003630348757615698,0.6408569463069085
2012-07-06,12889.4,12889.4,12702.99,12772.47,12772.47,96760000.0,-0.009630392961904155,0.23570778445722834
2012-07-09,12772.02,12772.02,12686.57,12736.29,12736.29,100150000.0,-0.0028326549210918595,0.13234292107384005
2012-07-10,12733.87,12830.29,12606.91,12653.12,12653.12,114760000.0,-0.006530159096565846,-0.12425107557178366
2012-07-11,12653.04,12661.97,12534.33,12604.53,12604.53,128420000.0,-0.0038401595811942135,-0.26091051592627057
2012-07-12,12602.71,12630.64,12492.25,12573.27,12573.27,142760000.0,-0.002480060740067236,-0.3408218795780625
2012-07-13,12573.73,12784.73,12573.04,12777.09,12777.09,121080000.0,0.016210580063897417,0.467958991932689
2012-07-16,12776.33,12779.58,12690.05,12727.21,12727.21,93500000.0,-0.0039038623035448916,0.33549042897542564
2012-07-17,12728.73,12829.23,12645.1,12805.54,12805.54,119620000.0,0.006154530333042585,0.7418929683438912
2012-07-18,12796.98,12921.94,12754.61,12908.7,12908.7,130070000.0,0.008055888310840364,1.2840533095612086
2012-07-19,12909.61,12977.57,12889.93,12943.36,12943.36,139480000.0,0.0026850108841323106,1.474209285263768
2012-07-20,12942.68,12942.83,12810.35,12822.57,12822.57,210770000.0,-0.009332198130933667,0.9460314918103487
2012-07-23,12820.45,12820.45,12583.41,12721.46,12721.46,137760000.0,-0.007885314722399728,0.4889650404083195
2012-07-24,12720.93,12730.09,12521.84,12617.32,12617.32,131530000.0,-0.008186167310984649,-0.0011861616037130136
2012-07-25,12617.77,12732.77,12617.62,12676.05,12676.05,127320000.0,0.004654712728217936,0.3111225902389249
2012-07-26,12680.59,12931.22,12680.59,12887.93,12887.93,133620000.0,0.016714986135270893,1.3582119386774292
2012-07-27,12888.91,13117.74,12888.53,13075.66,13075.66,161510000.0,0.014566342306328472,2.1536105869345294
2012-07-30,13075.35,13128.64,13042.85,13073.01,13073.01,91730000.0,-0.00020266663403600838,2.0137689740740066
2012-07-31,13071.72,13082.66,13006.48,13008.68,13008.68,125980000.0,-0.0049208254258200634,1.6390957202289478
2012-08-01,13007.47,13074.83,12951.16,12976.13,12976.13,132780000.0,-0.0025021754705321086,1.4301948183410176
2012-08-02,12969.7,12969.85,12778.9,12878.88,12878.88,112770000.0,-0.007494530341480843,0.9672689901073025
2012-08-03,12884.82,13133.18,12884.82,13096.17,13096.17,112390000.0,0.016871808728709414,1.8191314307415085
2012-08-06,13099.88,13187.28,13099.72,13117.51,13117.51,84270000.0,0.0016294840399904142,1.807367346340845
2012-08-07,13118.65,13215.97,13118.42,13168.6,13168.6,95240000.0,0.0038947940577136464,1.904645722512767
2012-08-08,13158.1,13202.65,13115.24,13175.64,13175.64,84910000.0,0.0005346050453349793,1.8271881238867325
2012-08-09,13174.73,13200.23,13125.09,13165.19,13165.19,84350000.0,-0.0007931303526810263,1.6989346267487724
2012-08-10,13163.15,13208.22,13094.96,13207.95,13207.95,86640000.0,0.003247959201500228,1.7641466310343084
2012-08-13,13204.93,13205.01,13112.94,13169.43,13169.43,67550000.0,-0.002916425334741568,1.5504303615613202
2012-08-14,13168.11,13223.01,13142.1,13172.14,13172.14,84430000.0,0.00020577959714263017,1.4968600364909537
2012-08-15,13157.47,13192.89,13138.23,13164.78,13164.78,77130000.0,-0.0005587550694116095,1.4495180616623324
2012-08-16,13163.24,13269.35,13145.85,13250.11,13250.11,114580000.0,0.006481688262166108,1.7583907800411374
2012-08-17,13251.2,13281.32,13244.85,13275.2,13275.2,138550000.0,0.0018935691854633507,1.8461132255758974
2012-08-20,13274.58,13276.15,13230.06,13271.64,13271.64,87590000.0,-0.0002681692177897155,1.7596094089735597
2012-08-21,13272.1,13330.76,13186.6,13203.58,13203.58,117060000.0,-0.0051282283124014505,1.42763325281377
2012-08-22,13198.31,13205.06,13120.34,13172.76,13172.76,111220000.0,-0.002334215417333807,1.251329552014245
2012-08-23,13171.37,13171.37,13046.46,13057.46,13057.46,108800000.0,-0.008752911310917488,0.7470887162263697
2012-08-24,13052.82,13175.51,13027.2,13157.97,13157.97,88030000.0,0.007697515443279235,1.1327652510232045
2012-08-27,13157.74,13176.17,13115.46,13124.67,13124.67,96070000.0,-0.002530785523906731,0.9578877912086833
2012-08-28,13122.74,13147.32,13081.12,13102.99,13102.99,81630000.0,-0.0016518510560646904,0.8297795067190502
2012-08-29,13103.46,13144.81,13081.27,13107.48,13107.48,91530000.0,0.0003426698791648697,0.818656153479302
2012-08-30,13101.29,13101.37,12978.91,13000.71,13000.71,89980000.0,-0.008145730529438233,0.33051825826067016
2012-08-31,13002.72,13151.87,13002.64,13090.84,13090.84,119780000.0,0.006932698291093331,0.7036768275720613
2012-09-04,13092.15,13092.39,12977.09,13035.94,13035.94,103920000.0,-0.004193772133797347,0.44487136916920783
2012-09-05,13036.09,13095.91,13018.74,13047.48,13047.48,92550000.0,0.0008852449458955913,0.4664053784901119
2012-09-06,13045.23,13294.13,13045.08,13292.0,13292.0,128650000.0,0.018740783660906146,1.503139199182272
2012-09-07,13289.53,13320.27,13266.22,13306.64,13306.64,142210000.0,0.0011014143845922142,1.5284003849717145
2012-09-10,13308.56,13324.1,13251.39,13254.29,13254.29,123810000.0,-0.003934126120493153,1.257847329447406
2012-09-11,13254.6,13354.34,13253.21,13323.36,13323.36,104920000.0,0.00521114295824221,1.5262885717853083
2012-09-12,13321.62,13373.62,13317.52,13333.35,13333.35,111520000.0,0.0007498108585222152,1.5257426755135852
2012-09-13,13329.71,13573.33,13325.11,13539.86,13539.86,151770000.0,0.01548823063971172,2.322441703255243
2012-09-14,13540.4,13653.24,13533.94,13593.37,13593.37,185160000.0,0.003952034954571193,2.3685198571629082
2012-09-17,13588.57,13593.15,13526.67,13553.1,13553.1,128020000.0,-0.0029624736176533384,2.0568557451937424
2012-09-18,13552.33,13582.12,13517.81,13564.64,13564.64,120720000.0,0.0008514657163305461,1.977627303675689
2012-09-19,13565.41,13626.48,13556.74,13577.96,13577.96,116210000.0,0.0009819648733766506,1.920724650246016
2012-09-20,13575.17,13599.02,13503.0,13596.93,13596.93,117910000.0,0.0013971170927002952,1.8930641274897837
2012-09-21,13597.24,13647.1,13571.53,13579.47,13579.47,429610000.0,-0.0012841133991277065,1.754615941375821
2012-09-24,13577.85,13601.9,13521.68,13558.92,13558.92,120370000.0,-0.001513313848036768,1.6259910551550802
2012-09-25,13559.92,13620.21,13457.25,13457.55,13457.55,138630000.0,-0.0074762591710845205,1.2137450147373379
2012-09-26,13458.63,13480.37,13406.91,13413.51,13413.51,124350000.0,-0.0032725124558332652,1.0038587865755464
2012-09-27,13413.47,13522.83,13413.47,13485.97,13485.97,113990000.0,0.00540201632533166,1.2530601061820068
2012-09-28,13485.89,13487.66,13367.27,13437.13,13437.13,146950000.0,-0.0036215414983127303,1.0190256654228433
2012-10-01,13437.66,13598.25,13437.66,13515.11,13515.11,106120000.0,0.00580332258451044,1.2861277227066255
2012-10-02,13515.3,13567.06,13424.92,13482.36,13482.36,90730000.0,-0.0024232137215309812,1.1086506751385345
2012-10-03,13479.21,13536.27,13439.12,13494.61,13494.61,103890000.0,0.0009085946377340726,1.120282395077649
2012-10-04,13495.18,13594.33,13495.18,13575.36,13575.36,106390000.0,0.005983870597223717,1.419998551733134
2012-10-05,13569.18,13661.87,13568.75,13610.15,13610.15,115500000.0,0.0025627313014167097,1.5620024785997364
2012-10-08,13589.26,13610.38,13552.09,13583.65,13583.65,71300000.0,-0.0019470762629361094,1.438009324773178
2012-10-09,13582.88,13592.33,13473.31,13473.53,13473.53,103630000.0,-0.008106804872033635,0.8931636512825674
2012-10-10,13473.53,13478.83,13327.62,13344.97,13344.97,101120000.0,-0.0095416717074146,0.2534387571986655
2012-10-11,13346.28,13428.49,13326.12,13326.39,13326.39,86630000.0,-0.0013922848833680668,0.14129552084669894
2012-10-12,13325.62,13401.32,13296.43,13328.85,13328.85,113740000.0,0.0001845961284339115,0.12569257865666986
2012-10-15,13329.54,13437.66,13325.93,13424.23,13424.23,114880000.0,0.007155906173450743,0.5737177569741295
2012-10-16,13423.84,13556.37,13423.76,13551.78,13551.78,113450000.0,0.009501476062314218,1.2055485830732149
2012-10-17,13539.63,13561.65,13468.9,13557.0,13557.0,135570000.0,0.00038518925189157116,1.187116844690124
2012-10-18,13553.24,13588.73,13510.93,13548.94,13548.94,128410000.0,-0.0005945268127166559,1.1013263144197631
2012-10-19,13545.33,13545.49,13312.22,13343.51,13343.51,239080000.0,-0.015162071719263648,-0.012408281892548301
2012-10-22,13344.28,13368.55,13235.15,13345.89,13345.89,121880000.0,0.00017836386378089486,-0.017364325998369824
2012-10-23,13344.9,13344.9,13083.28,13102.53,13102.53,122220000.0,-0.018234827351341742,-1.321009425281334
2012-10-24,13103.53,13155.21,13063.63,13077.34,13077.34,110670000.0,-0.001922529465683387,-1.4217412730053203
2012-10-25,13079.64,13214.11,13017.37,13103.68,13103.68,114590000.0,0.0020141710776044874,-1.265795074809185
2012-10-26,13104.22,13151.72,13040.17,13107.21,13107.21,134640000.0,0.00026938997289294164,-1.231809147044635
2012-10-31,13107.44,13189.08,13052.07,13096.46,13096.46,138160000.0,-0.0008201592863774643,-1.27132615124879
2012-11-01,13099.19,13273.71,13099.11,13232.62,13232.62,140510000.0,0.01039670262040282,-0.5627663402352027
2012-11-02,13232.62,13289.45,13076.57,13093.16,13093.16,137660000.0,-0.010539107145826065,-1.2489155605599997
2012-11-05,13092.28,13140.58,13038.71,13112.44,13112.44,95350000.0,0.001472524585355961,-1.1217300133676664
2012-11-06,13112.9,13290.75,13112.9,13245.68,13245.68,105710000.0,0.010161342968966869,-0.45426377399852175
2012-11-07,13228.24,13228.32,12876.6,12932.73,12932.73,164250000.0,-0.0236265710782686,-1.949599117296754
2012-11-08,12932.81,12980.23,12811.24,12811.32,12811.32,138350000.0,-0.00938780907047465,-2.4133031838486385
2012-11-09,12811.17,12890.19,12743.39,12815.39,12815.39,131670000.0,0.00031768779485630283,-2.254130445730477
2012-11-12,12815.93,12861.28,12783.0,12815.08,12815.08,62360000.0,-2.4189665706608743e-05,-2.140651057378354
2012-11-13,12808.71,12898.25,12748.51,12756.18,12756.18,142200000.0,-0.004596147663533889,-2.2595457544085678
2012-11-14,12746.54,12797.73,12542.68,12570.95,12570.95,162180000.0,-0.014520804817743205,-2.7597137508438023
2012-11-15,12571.1,12600.59,12496.56,12542.38,12542.38,129150000.0,-0.0022727001539264435,-2.660509625049385
2012-11-16,12542.31,12604.17,12471.49,12588.31,12588.31,197110000.0,0.0036619844080629793,-2.3355198201442726
2012-11-19,12590.23,12796.19,12590.23,12795.96,12795.96,136910000.0,0.01649546285402881,-1.586326137203838
2012-11-20,12790.89,12808.56,12701.07,12788.51,12788.51,134160000.0,-0.0005822150116129299,-1.5638955610237055
2012-11-21,12788.36,12845.99,12786.13,12836.89,12836.89,97300000.0,0.0037830834084657816,-1.3524061767367794
2012-11-23,12833.13,13011.45,12832.98,13009.53,13009.53,61110000.0,0.013448740310153084,-0.7774301109565165
2012-11-26,13008.45,13008.45,12900.17,12967.37,12967.37,114360000.0,-0.0032407012397834833,-0.8868793810674492
2012-11-27,12963.38,12980.19,12868.26,12878.13,12878.13,117900000.0,-0.006881888925819313,-1.1274062515448342
2012-11-28,12875.56,12989.1,12765.32,12985.11,12985.11,131000000.0,0.008307106699497524,-0.7692708176224503
2012-11-29,12977.35,13062.56,12961.92,13021.82,13021.82,113620000.0,0.002827084252655432,-0.6278168145959538
2012-11-30,13022.05,13053.74,12988.68,13025.58,13025.58,171070000.0,0.0002887461199740926,-0.5879295771252672
2012-12-03,13027.73,13087.32,12959.42,12965.6,12965.6,112900000.0,-0.004604785353128249,-0.7456385235640492
2012-12-04,12966.45,13022.51,12940.07,12951.78,12951.78,125290000.0,-0.0010658974517183673,-0.7578558998568433
2012-12-05,12948.96,13089.11,12923.44,13034.49,13034.49,161230000.0,0.006385994820788943,-0.4668315699892902
2012-12-06,13026.19,13076.88,13007.84,13074.04,13074.04,116850000.0,0.0030342575735606836,-0.31186721838364206
2012-12-07,13072.87,13157.28,13072.87,13155.13,13155.13,124130000.0,0.006202367439597678,-0.01844599601477952
2012-12-10,13154.89,13195.35,13139.08,13169.88,13169.88,118530000.0,0.0011212355940231067,0.05712750528667039
2012-12-11,13170.34,13306.57,13170.34,13248.44,13248.44,124510000.0,0.005965126485586891,0.34242662861276324
2012-12-12,13250.05,13329.44,13227.44,13245.45,13245.45,127510000.0,-0.00022568694880298334,0.3457343236400251
2012-12-13,13241.38,13264.41,13147.19,13170.72,13170.72,101190000.0,-0.005641937420019838,0.10877795807856913
2012-12-14,13170.8,13190.41,13118.46,13135.01,13135.01,117620000.0,-0.0027113172248744988,0.0035124966909916744
2012-12-17,13135.17,13244.33,13134.63,13235.39,13235.39,142980000.0,0.007642171570482192,0.38675183648195544
2012-12-18,13236.61,13365.86,13232.58,13350.96,13350.96,152920000.0,0.008731892297846988,0.8227200280479806
2012-12-19,13351.04,13357.7,13251.74,13251.97,13251.97,149020000.0,-0.007414448099612336,0.4853564435354067
2012-12-20,13246.67,13314.64,13216.03,13311.72,13311.72,119800000.0,0.004508763602694588,0.7438681311920545
2012-12-21,13309.95,13309.95,13122.53,13190.84,13190.84,413270000.0,-0.009080719846871754,0.3256392505998661
2012-12-24,13190.15,13190.38,13128.55,13138.93,13138.93,47710000.0,-0.003935306621867918,0.16024524153846487
2012-12-26,13138.85,13174.88,13076.87,13114.59,13114.59,79410000.0,-0.0018525100597993616,0.09104566520781696
2012-12-27,13114.97,13141.74,12964.08,13096.31,13096.31,100160000.0,-0.0013938674407664164,0.034874436674484824
2012-12-28,13095.08,13095.46,12926.86,12938.11,12938.11,85980000.0,-0.01207973849122379,-0.6079080593100816
2012-12-31,12938.19,13109.13,12883.89,13104.14,13104.14,145740000.0,0.012832631659492666,0.12013193829194597
2013-01-02,13104.3,13412.71,13104.3,13412.55,13412.55,161430000.0,0.023535310214939598,1.4536792999994028
